"Id","Created (UTC)","Latitude","Longitude","Text","Full Text","User Name","User Mentions","Hashtags","Language","Retweet count","Country","Place","Image"
"1198274061337382912","2019-11-23 16:16:13","26.1620314","91.7477705","Kinti pyari ladki #AditiRathoreCapturesLondonsHeart https://t.co/puTAcefVhc","","zain imam02","","","et","0","United Kingdom","United Kingdom","http://pbs.twimg.com/media/EKEf1N2UEAAphZ3.jpg"
"1438909645855215625","2021-09-17 16:56:07","26.150686","91.730339","Birthday Bash 
#Birthday Gurl Lots of Love and Happiness to ya @ Gauhati https://t.co/r7My2j8Ttk","","binodini_singh2020","","","en","0","India","Guwahati, India",""
"1438894227111415810","2021-09-17 15:54:51","26.22938233","91.70334711","Just posted a photo @ Brahmaputra Industrial Park https://t.co/y35FlGmoGY","","Tapas Kalita","","","en","0","India","Guwahati, India",""
"1438904554616152072","2021-09-17 16:35:54","26.22938233","91.70334711","Just posted a photo @ Brahmaputra Industrial Park https://t.co/BFTmDXPA0Q","","Tapas Kalita","","","en","0","India","Guwahati, India",""
"1438908995050352650","2021-09-17 16:53:32","26.10452","91.5913099","Gauhati♥️ @ Guwahati Assam India https://t.co/3X9RKgrHsd","","Manish Jha","","","in","0","India","Guwahati, India",""
"1438910436989145090","2021-09-17 16:59:16","26.150686","91.730339","#beer #birthdaygirl #birthdaywishes #dance #music #house party. @ Gauhati https://t.co/i6OwMJH2c9","","binodini_singh2020","","","tl","0","India","Guwahati, India",""
"1439254409746210825","2021-09-18 15:46:05","26.150686","91.730339","https://t.co/8SGJR7WTsd share this post 📯 @ Gauhati https://t.co/xANtHFgD6I","","꧁༼ 🇭a͎f͎e͎z͎ 🇲 d͎ 🇲 a͎h͎s͎in͎꧂☾︎حافظ محمد محسن☽","","","en","0","India","Guwahati, India",""
"1439140129575145472","2021-09-18 08:11:59","26.150686","91.730339","Just posted a photo @ Nagaon,assam,india https://t.co/rdkECPV6mR","","Prasenjit","","","en","0","India","Guwahati, India",""
"1439217251417219080","2021-09-18 13:18:26","26.15461918","91.78085676","After ages! @ Freemason's Brew Works https://t.co/i1dZUdQqu0","","Rupam Phukan","","","en","0","India","Guwahati, India",""
"1439084772899311621","2021-09-18 04:32:01","26.150686","91.730339","Just posted a photo @ Gauhati https://t.co/cSYK8aH52K","","🅿🅰🅽🅹🅸🆈🅰🆁 🅴🅳🅸🆃🅸🅾🅽","","","en","0","India","Guwahati, India",""
"1439196158287650819","2021-09-18 11:54:37","26.13635895","91.78461313","Just posted a photo @ Guwahati City https://t.co/2BBaca7tPP","","siphungbahi","","","en","0","India","Guwahati, India",""
"1439248814821584902","2021-09-18 15:23:52","26.18573","91.7395","All the best for your new journey as a cyclist 🚴🚴🚴 @ Modern Bikes https://t.co/hyfziSUIv9","","Modern Bikes","","","en","0","India","Guwahati, India",""
"1439168637118521345","2021-09-18 10:05:16","26.13014683","91.79527649","Just another lunch! Ok, mash a green devil into it 

#fish #steamfish #bhapa #homefood #lunch #Assam #Northeast @ S… https://t.co/jM36E76IpL","Just another lunch! Ok, mash a green devil into it 

#fish #steamfish #bhapa #homefood #lunch #Assam #Northeast @ Survey Beltola https://t.co/Yh87erdmOJ","Tituraj","","fish; steamfish; bhapa; homefood; lunch; Assam; Northeast","en","0","India","Guwahati, India",""
"1439296885139857412","2021-09-18 18:34:52","26.14","91.77","Just posted a photo @ Assam https://t.co/S3i7UG1osr","","Adib Zamali","","","en","0","India","Guwahati, India",""
"1439292525890740231","2021-09-18 18:17:33","26.1117583","91.7613491","🦸⛹️#viswakarmapuja #2k21 #lokhra #guwahaticity #assam @ Guwahati Lokhra https://t.co/HhTM1haZhH","","Faruk Ali","","","in","0","India","Guwahati, India",""
"1439297185515032579","2021-09-18 18:36:04","26.14","91.77","Just posted a photo @ Assam https://t.co/lM2DOfAYWh","","Adib Zamali","","","en","0","India","Guwahati, India",""
"1439493798950694912","2021-09-19 07:37:20","26.16079205","91.78104305","Just posted a photo @ Chai Piyo https://t.co/YSFbjssRL4","","CHAI PIYO","","","ht","0","India","Guwahati, India",""
"1439528590836748290","2021-09-19 09:55:35","26.16194","91.78108","One like for  share
https://t.co/8SGJR7WTsd
Subscribe now @ Gauhati Commerce College https://t.co/XvuHIoeWll","","꧁༼ 🇭a͎f͎e͎z͎ 🇲 d͎ 🇲 a͎h͎s͎in͎꧂☾︎حافظ محمد محسن☽","","","en","0","India","Guwahati, India",""
"1439411167001251844","2021-09-19 02:08:59","26.15461918","91.78085676","Pre Curfew drinking session..! @ Freemason's Brew Works https://t.co/R19lAkpBSv","","Rupam Phukan","","","en","0","India","Guwahati, India",""
"1439562120698470400","2021-09-19 12:08:50","26.15918","91.7375","Tension olpo beshi hoise @ Ambari Tiniali https://t.co/AbcYQK98gx","","JoHn EbrAhim","","","in","0","India","Guwahati, India",""
"1439298733502517259","2021-09-18 18:42:13","26.1514318","91.79243823","Just posted a photo @ The RAW GYM https://t.co/Ucgt25zyT1","","Achyut Kalita","","","en","0","India","Guwahati, India",""
"1439530828673994754","2021-09-19 10:04:29","26.120599","91.785884","Discover hotels around Guwahati, India from 1 EUR per night: https://t.co/eZqzNQk2tH https://t.co/r7Y6Mj4ton","","GMS World","","","en","0","India","Guwahati, India","http://pbs.twimg.com/media/E_o9qTcXIAUnH3c.jpg"
"1439530828896391168","2021-09-19 10:04:29","26.120599","91.785884","New landmark created! Discover interesting places around: https://t.co/cZDvAi9EXd https://t.co/vwutCCEunW","","GMS World","","","en","0","India","Guwahati, India","http://pbs.twimg.com/media/E_o9qUFXIAYQjWc.jpg"
"1439563182859763712","2021-09-19 12:13:03","26.13635895","91.78461313","Elegance is good taste, plus a dash of daring. ✨💫☀️

#makeup #photography #exlore #fyp #tribalmakeup #whiteliner… https://t.co/lo30DmxtQm","Elegance is good taste, plus a dash of daring. ✨💫☀️

#makeup #photography #exlore #fyp #tribalmakeup #whiteliner #croptop #looksthatkill #instapic #fitnessmodel #layerednecklaces @ Guwahati City https://t.co/UvoKIvFXJ6","Karisma Deka","","makeup; photography; exlore; fyp; tribalmakeup; whiteliner; croptop; looksthatkill; instapic; fitnessmodel; layerednecklaces","en","0","India","Guwahati, India",""
"1439617162172243977","2021-09-19 15:47:32","26.17838763","91.75227602","Nancy II Guwahati, Assam II September bollywood contest @ Guwahati, Assam (North-East) https://t.co/LhKmVGNG9B","","Hiddenidol","","","in","0","India","Guwahati, India",""
"1439690291531993088","2021-09-19 20:38:08","26.14","91.77","Just posted a video @ Assam https://t.co/Cf5f9sQweE","","Abu Zakaria","","","en","0","India","Guwahati, India",""
"1439612420377489408","2021-09-19 15:28:42","26.13635895","91.78461313","আজকের নতুন জীবনে সব কিছুই নতুন
পুরোনো সব স্মৃতি ভুলে গেছি
খুঁজে পেয়েছি নতুন করে নিজেকে @ Guwahati City https://t.co/T8F00Ql9vT","","Abhijit Biswas","","","bn","0","India","Guwahati, India",""
"1439841225285189633","2021-09-20 06:37:53","26.1384338","91.7848624","#3BHK #Apartment in Ashok Palace #Flat #ForRent #Survey #Guwahati #Residential #Property
https://t.co/jSXpgCiSjn","","PropertyWala.com","","","en","0","India","Guwahati, India",""
"1439664476144513027","2021-09-19 18:55:33","26.10452","91.5913099","সপোন আৰু আপোন কেতিয়া হেৰাই যায় ধৰিবই নোৱাৰি😎 @ Guwahati Assam India https://t.co/cqyBUTBcTC","","Imran Hussain","","","bn","0","India","Guwahati, India",""
"1439664439360360450","2021-09-19 18:55:24","26.15068","91.64818","দুখৰ সময়ে এদিন বাগৰ সলাই সুদিনৰ দুৱাৰ মুকলি কৰিব 😎 @ Dipor Beel https://t.co/Sd3uUtQhNk","","Imran Hussain","","","bn","0","India","Guwahati, India",""
"1439664507819864068","2021-09-19 18:55:40","26.15812927","91.77258113","সাহস আছে বুকুতে, সপোন আছে চকুতে, আকাশ চুবৰে মন 😎 @ Narakasur Hill https://t.co/4vPdnP5xiN","","Imran Hussain","","","bn","0","India","Guwahati, India",""
"1439839618325692416","2021-09-20 06:31:30","26.14240561","91.7413035","#Apartment in Anupam Enclave, #Guwahati #3BHK #Flat #ForSale #LalGanesh #Residential #Property
https://t.co/7RSPq6MLAz","","PropertyWala.com","","","en","0","India","Guwahati, India",""
"1439664121100869632","2021-09-19 18:54:08","26.1414266","91.7755571","সাৰ পোৱা সময়ে, দুচকুতে লৈ ফুৰে অফুৰন্ত সপোন😎 @ Belli View Hill Top, River Brahmaputra, Guwahati, Assam https://t.co/sZjpWtw3P2","","Imran Hussain","","","und","0","India","Guwahati, India",""
"1439664369059651595","2021-09-19 18:55:07","26.10452","91.5911","Just posted a video @ Depor Beel https://t.co/2RqZLwQiyk","","Imran Hussain","","","en","0","India","Guwahati, India",""
"1439817557347913731","2021-09-20 05:03:50","26.1514318","91.79243823","Just posted a photo @ The RAW GYM https://t.co/5w7lUkFCu4","","Achyut Kalita","","","en","0","India","Guwahati, India",""
"1439890259974709254","2021-09-20 09:52:44","26.16079205","91.78104305","Just posted a photo @ Chai Piyo https://t.co/1oqRX89UZC","","CHAI PIYO","","","ht","0","India","Guwahati, India",""
"1439904210468933639","2021-09-20 10:48:10","26.198958","91.800114","#Apartment in Sattyam #3BHK #Flat #ForSale #Noonmati #Guwahati #Residential #Property
https://t.co/4u6U0TrzgB","","PropertyWala.com","","","en","0","India","Guwahati, India",""
"1439929183082213385","2021-09-20 12:27:24","26.150686","91.730339","Just posted a photo @ Kamakhya Temple, Guwahati, Assam https://t.co/FPytG4K2Jz","","Vashikaran Specialist","","","in","0","India","Guwahati, India",""
"1439886763342893056","2021-09-20 09:38:50","26.150686","91.730339","Just posted a photo @ Gauhati https://t.co/v70MUYwEHT","","Kiranshree Movers And Packers","","","en","0","India","Guwahati, India",""
"1439901989333262339","2021-09-20 10:39:20","26.1652","91.77988","#Apartment in NIHAR NEER, #Guwahati #3BHK #Flat #ForRent #R.G.BaruahRoad #Residential #Property
https://t.co/BGU2Kn9mxR","","PropertyWala.com","","","in","0","India","Guwahati, India",""
"1439999667706675205","2021-09-20 17:07:29","26.150686","91.730339","Just posted a photo @ Gauhati https://t.co/pwknco8okl","","NeelNayaan Dekaa🥀","","","en","0","India","Guwahati, India",""
"1440370203729141770","2021-09-21 17:39:52","26.1217733","91.806216","Donning that innocence, through my camera lenses. 😁
Quick selfie in @mostafizur2929 new ""Maruti Ignis"" today😊. @ Gu… https://t.co/aMqM1I5rhh","Donning that innocence, through my camera lenses. 😁
Quick selfie in @mostafizur2929 new ""Maruti Ignis"" today😊. @ Guwahati, Assam https://t.co/4Chn5V4sY8","Atiqul","","","en","0","India","Guwahati, India",""
"1440371438871924742","2021-09-21 17:44:46","26.17428563","91.77638902","Commercial space rent 35k rent @ Zoo Tiniali, Guwahati https://t.co/r6yVqOpKEG","","E mart online shopping","","","tl","0","India","Guwahati, India",""
"1440376348992675850","2021-09-21 18:04:17","26.10452","91.5913099","Just posted a photo @ Guwahati Assam India https://t.co/NMtTNPDxrO","","Pranaame Bhagawati","","","en","0","India","Guwahati, India",""
"1440377298444709891","2021-09-21 18:08:03","26.10452","91.5913099","Just posted a photo @ Guwahati Assam India https://t.co/De1jAB0tRY","","AMRAPALI (Society for ARTS)","","","en","0","India","Guwahati, India",""
"1440179448444174337","2021-09-21 05:01:52","26.14267919","91.79775236","Ready to move #Apartment in P Home, #Guwahati #4BHK #Flat #ForSale #Dispur #Residential #Property
https://t.co/L4wYouN5zg","","PropertyWala.com","","","en","0","India","Guwahati, India",""
"1440181569809911817","2021-09-21 05:10:18","26.1833","91.7167","Just posted a photo @ North Gauhati, Assam, India https://t.co/Y41gzL9psQ","","Mafizul mlm Assam","","","en","0","India","Guwahati, India",""
"1440175440748974083","2021-09-21 04:45:56","26.1712905","91.77811207","Addmission Open for 2021-2022  

Take the right decision, by choosing us to finesse your goal. 

Hurry!! Only a few… https://t.co/IWmZwFK0TF","Addmission Open for 2021-2022  

Take the right decision, by choosing us to finesse your goal. 

Hurry!! Only a few seats left. @ Gyan Bikash Academy Guwahati https://t.co/cwWmYDT3V7","Gyan Bikash Academy","","","en","0","India","Guwahati, India",""
"1440176574846754816","2021-09-21 04:50:27","26.18522918","91.7664482","Just posted a photo @ My Heart https://t.co/3fmtQqCjbu","","Priyashree Kashyap","","","en","0","India","Guwahati, India",""
"1440288441799876618","2021-09-21 12:14:58","26.13635895","91.78461313","Just posted a photo @ Guwahati City https://t.co/MStr8lYBvd","","siphungbahi","","","en","0","India","Guwahati, India",""
"1440339031586328578","2021-09-21 15:35:59","26.19539429","91.76805543","Blooming in my messy garden 🪴 
.
#pranaameofficial #blooming #flower #garden #nature #hibiscus #hibiscusflower… https://t.co/ZX98XeVfhn","Blooming in my messy garden 🪴 
.
#pranaameofficial #blooming #flower #garden #nature #hibiscus #hibiscusflower #gardening @ Kharghuli, Guwahati https://t.co/MW58dpaFWd","Pranaame Bhagawati","","pranaameofficial; blooming; flower; garden; nature; hibiscus; hibiscusflower; gardening","in","0","India","Guwahati, India",""
"1440347870591213569","2021-09-21 16:11:07","26.18573","91.7395","Congratulations @ Modern Bikes https://t.co/U3f2kdOlAM","","Modern Bikes","","","en","0","India","Guwahati, India",""
"1440347745051574281","2021-09-21 16:10:37","26.18573","91.7395","Congratulations @ Modern Bikes https://t.co/Ig9FMmNI6w","","Modern Bikes","","","en","0","India","Guwahati, India",""
"1440357921456476170","2021-09-21 16:51:03","26.105571","91.805196","Time Demands Falling in Love with Nature❤️ @ Sonapur, Guwahati https://t.co/7BGJ8tXL8W","","bondita","","","en","0","India","Guwahati, India",""
"1440482965935456269","2021-09-22 01:07:56","26.15918","91.7375","Free mind @ Ambari Tiniali https://t.co/AbcYQJRwRX","","JoHn EbrAhim","","","in","0","India","Guwahati, India",""
"1440525068560322567","2021-09-22 03:55:14","26.1712905","91.77811207","**ADMISSION OPEN**

•Academic Excellence 
•Personal Attention
 •Holistic Development •Best-in-class Infrastructure.… https://t.co/yDD5HFqVdU","**ADMISSION OPEN**

•Academic Excellence 
•Personal Attention
 •Holistic Development •Best-in-class Infrastructure. 

Make the move for a better future. @ Gyan Bikash Academy Guwahati https://t.co/9p9jhCCUT6","Gyan Bikash Academy","","","en","0","India","Guwahati, India",""
"1440569257943703563","2021-09-22 06:50:50","26.166089","91.766925","Furnished #Apartment in Jagabandhu Apartments #2BHK #Flat #ForRent #Bhangagarh #Guwahati #Residential #Property
https://t.co/q5RgEdkCvn","","PropertyWala.com","","","et","0","India","Guwahati, India",""
"1440574317444485123","2021-09-22 07:10:56","26.1514318","91.79243823","Just posted a photo @ The RAW GYM https://t.co/LdBiVDgf5i","","Achyut Kalita","","","en","0","India","Guwahati, India",""
"1440589867763658758","2021-09-22 08:12:43","26.13635895","91.78461313","Just posted a photo @ Guwahati City https://t.co/BPSYrCG24N","","chocoholic guwahati","","","en","0","India","Guwahati, India",""
"1440622945647226881","2021-09-22 10:24:10","26.1289977","91.53605855","Just posted a photo @ Guwahati https://t.co/gkFXFzJl7s","","Drivelooprental","","","en","0","India","Guwahati, India",""
"1440618543872053259","2021-09-22 10:06:40","26.16079205","91.78104305","Mention your squad with whom you want to watch this exciting match😍😍🔥🔥 Sunrisers Hyderabad Vs Delhi Capitals..!!… https://t.co/1O9F6gCBxd","Mention your squad with whom you want to watch this exciting match😍😍🔥🔥 Sunrisers Hyderabad Vs Delhi Capitals..!! #ipl2021 #team #ipl For bookings call 7099114445/7099114446 @ Chai Piyo https://t.co/aeMnfqnzdQ","CHAI PIYO","","ipl2021; team; ipl","en","0","India","Guwahati, India",""
"1440921044349558785","2021-09-23 06:08:42","26.1445169","91.7362365","#Apartment in Rukminigaon #2BHK #Flat #ForRent #Rukmanigaon #Guwahati #Residential #Property
https://t.co/eoyIOdnpLf","","PropertyWala.com","","","in","0","India","Guwahati, India",""
"1440934843001491458","2021-09-23 07:03:32","26.18522918","91.7664482","Just posted a photo @ My Heart https://t.co/MQ2kfiSE5r","","Priyashree Kashyap","","","en","0","India","Guwahati, India",""
